Year,Border,Date,Measure,Port Name,State,Value
2010,US-Mexico Border,1/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,2/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,3/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,4/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,5/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,6/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,7/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,8/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,9/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,10/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,11/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,12/1/2010 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,1/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,2/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,3/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,4/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,5/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,6/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,7/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,8/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,9/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,10/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,11/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2011,US-Mexico Border,12/1/2011 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,1/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,2/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,3/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,4/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,5/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,6/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,7/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,8/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,9/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,10/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,11/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2012,US-Mexico Border,12/1/2012 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,1/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,2/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,3/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,4/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,5/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,6/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,7/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,8/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,9/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,10/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,11/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2013,US-Mexico Border,12/1/2013 12:00:00 AM,Trains,San Luis,AZ,0
2014,US-Mexico Border,1/1/2014 12:00:00 AM,Trains,San Luis,AZ,0
2014,US-Mexico Border,2/1/2014 12:00:00 AM,Trains,San Luis,AZ,0
2014,US-Mexico Border,3/1/2014 12:00:00 AM,Trains,San Luis,AZ,0
2014,US-Mexico Border,4/1/2014 12:00:00 AM,Trains,San Luis,AZ,0
2014,US-Mexico Border,5/1/2014 12:00:00 AM,Trains,San Luis,AZ,0
2014,US-Mexico Border,6/1/2014 12:00:00 AM,Trains,San Luis,AZ,0
2010,US-Mexico Border,1/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,2/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,3/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,4/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,5/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,6/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,7/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,8/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,9/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,10/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,11/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,12/1/2010 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,1/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,2/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,3/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,4/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,5/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,6/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,7/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,8/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,9/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,10/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,11/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2011,US-Mexico Border,12/1/2011 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,1/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,2/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,3/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,4/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,5/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,6/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,7/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,8/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,9/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,10/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,11/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2012,US-Mexico Border,12/1/2012 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,1/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,2/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,3/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,4/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,5/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,6/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,7/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,8/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,9/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,10/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,11/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2013,US-Mexico Border,12/1/2013 12:00:00 AM,Trains,Sasabe,AZ,0
2014,US-Mexico Border,1/1/2014 12:00:00 AM,Trains,Sasabe,AZ,0
2014,US-Mexico Border,2/1/2014 12:00:00 AM,Trains,Sasabe,AZ,0
2014,US-Mexico Border,3/1/2014 12:00:00 AM,Trains,Sasabe,AZ,0
2014,US-Mexico Border,4/1/2014 12:00:00 AM,Trains,Sasabe,AZ,0
2014,US-Mexico Border,5/1/2014 12:00:00 AM,Trains,Sasabe,AZ,0
2014,US-Mexico Border,6/1/2014 12:00:00 AM,Trains,Sasabe,AZ,0
2010,US-Mexico Border,1/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,2/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,3/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,4/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,5/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,6/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,7/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,8/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,9/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,10/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,11/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,12/1/2010 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,1/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,2/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,3/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,4/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,5/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,6/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,7/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,8/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,9/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,10/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,11/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2011,US-Mexico Border,12/1/2011 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,1/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,2/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,3/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,4/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,5/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,6/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,7/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,8/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,9/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,10/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,11/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2012,US-Mexico Border,12/1/2012 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,1/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,2/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,3/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,4/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,5/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,6/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,7/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,8/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,9/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,10/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,11/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2013,US-Mexico Border,12/1/2013 12:00:00 AM,Trains,Andrade,CA,0
2014,US-Mexico Border,1/1/2014 12:00:00 AM,Trains,Andrade,CA,0
2014,US-Mexico Border,2/1/2014 12:00:00 AM,Trains,Andrade,CA,0
2014,US-Mexico Border,3/1/2014 12:00:00 AM,Trains,Andrade,CA,0
2014,US-Mexico Border,4/1/2014 12:00:00 AM,Trains,Andrade,CA,0
2014,US-Mexico Border,5/1/2014 12:00:00 AM,Trains,Andrade,CA,0
2014,US-Mexico Border,6/1/2014 12:00:00 AM,Trains,Andrade,CA,0
2010,US-Mexico Border,1/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,2/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,3/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,4/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,5/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,6/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,7/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,8/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,9/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,10/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,11/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,12/1/2010 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,1/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,2/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,3/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,4/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,5/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,6/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,7/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,8/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,9/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,10/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,11/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2011,US-Mexico Border,12/1/2011 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,1/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,2/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,3/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,4/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,5/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,6/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,7/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,8/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,9/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,10/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,11/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2012,US-Mexico Border,12/1/2012 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,1/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,2/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,3/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,4/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,5/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,6/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,7/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,8/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,9/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,10/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,11/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2013,US-Mexico Border,12/1/2013 12:00:00 AM,Trains,Calexico,CA,0
2014,US-Mexico Border,1/1/2014 12:00:00 AM,Trains,Calexico,CA,0
2014,US-Mexico Border,2/1/2014 12:00:00 AM,Trains,Calexico,CA,0
2014,US-Mexico Border,3/1/2014 12:00:00 AM,Trains,Calexico,CA,0
2014,US-Mexico Border,4/1/2014 12:00:00 AM,Trains,Calexico,CA,0
2014,US-Mexico Border,5/1/2014 12:00:00 AM,Trains,Calexico,CA,0
2014,US-Mexico Border,6/1/2014 12:00:00 AM,Trains,Calexico,CA,0
2010,US-Mexico Border,1/1/2010 12:00:00 AM,Trains,Calexico East,CA,20
2010,US-Mexico Border,2/1/2010 12:00:00 AM,Trains,Calexico East,CA,19
2010,US-Mexico Border,3/1/2010 12:00:00 AM,Trains,Calexico East,CA,23
2010,US-Mexico Border,4/1/2010 12:00:00 AM,Trains,Calexico East,CA,20
2010,US-Mexico Border,5/1/2010 12:00:00 AM,Trains,Calexico East,CA,21
2010,US-Mexico Border,6/1/2010 12:00:00 AM,Trains,Calexico East,CA,19
2010,US-Mexico Border,7/1/2010 12:00:00 AM,Trains,Calexico East,CA,21
2010,US-Mexico Border,8/1/2010 12:00:00 AM,Trains,Calexico East,CA,22
2010,US-Mexico Border,9/1/2010 12:00:00 AM,Trains,Calexico East,CA,21
2010,US-Mexico Border,10/1/2010 12:00:00 AM,Trains,Calexico East,CA,21
2010,US-Mexico Border,11/1/2010 12:00:00 AM,Trains,Calexico East,CA,20
2010,US-Mexico Border,1/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,2/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,3/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,4/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,5/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,6/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,7/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,8/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,9/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,10/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,11/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,12/1/2010 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,1/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,2/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,3/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,4/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,5/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,6/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,7/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,8/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,9/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,10/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,11/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2011,US-Mexico Border,12/1/2011 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,1/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,2/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,3/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,4/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,5/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,6/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,7/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,8/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,9/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,10/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,11/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2012,US-Mexico Border,12/1/2012 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,1/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,2/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,3/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,4/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,5/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,6/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,7/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,8/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,9/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,10/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,11/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2013,US-Mexico Border,12/1/2013 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,1/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,2/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,3/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,4/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,5/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,6/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,8/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,9/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,10/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,11/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2014,US-Mexico Border,12/1/2014 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,1/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,2/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,3/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,4/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,5/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,6/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,7/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,8/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,9/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,10/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,11/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2015,US-Mexico Border,12/1/2015 12:00:00 AM,Train Passengers,Douglas,AZ,0
2016,US-Mexico Border,1/1/2016 12:00:00 AM,Train Passengers,Douglas,AZ,0
2016,US-Mexico Border,2/1/2016 12:00:00 AM,Train Passengers,Douglas,AZ,0
2016,US-Mexico Border,3/1/2016 12:00:00 AM,Train Passengers,Douglas,AZ,0
2016,US-Mexico Border,4/1/2016 12:00:00 AM,Train Passengers,Douglas,AZ,0
2016,US-Mexico Border,5/1/2016 12:00:00 AM,Train Passengers,Douglas,AZ,0
2016,US-Mexico Border,6/1/2016 12:00:00 AM,Train Passengers,Douglas,AZ,0
2016,US-Mexico Border,7/1/2016 12:00:00 AM,Train Passengers,Douglas,AZ,0
2010,US-Mexico Border,1/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,2/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,3/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,4/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,5/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,6/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,7/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,8/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,9/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,10/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,11/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2010,US-Mexico Border,12/1/2010 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2011,US-Mexico Border,1/1/2011 12:00:00 AM,Train Passengers,Lukeville,AZ,0
2011,US-Mexico Border,2/1/2011 12:00:00 AM,Train Passengers,Lukeville,AZ,0
